word,phonemes
1114,"['C2-2', 'V1-0', 'C1-1']"
1115,"['C2-2', 'V1-0', 'C1-2']"
1116,"['C2-2', 'V1-0', 'C1-3']"
1117,"['C2-2', 'V1-0', 'V1-1']"
1118,"['C2-2', 'V1-0', 'V1-2']"
1119,"['C2-2', 'V1-0', 'V1-3']"
1120,"['C2-2', 'V1-0', 'C2-0']"
1121,"['C2-2', 'V1-0', 'C2-1']"
1122,"['C2-2', 'V1-0', 'C2-3']"
1123,"['C2-2', 'V1-1', 'C1-0']"
1124,"['C2-2', 'V1-1', 'C1-1']"
1125,"['C2-2', 'V1-1', 'C1-2']"
1126,"['C2-2', 'V1-1', 'C1-3']"
1127,"['C2-2', 'V1-1', 'V1-0']"
1128,"['C2-2', 'V1-1', 'V1-2']"
1129,"['C2-2', 'V1-1', 'V1-3']"
1130,"['C2-2', 'V1-1', 'C2-0']"
1131,"['C2-2', 'V1-1', 'C2-1']"
1132,"['C2-2', 'V1-1', 'C2-3']"
1133,"['C2-2', 'V1-2', 'C1-0']"
1134,"['C2-2', 'V1-2', 'C1-1']"
1135,"['C2-2', 'V1-2', 'C1-2']"
1136,"['C2-2', 'V1-2', 'C1-3']"
1137,"['C2-2', 'V1-2', 'V1-0']"
1138,"['C2-2', 'V1-2', 'V1-1']"
1139,"['C2-2', 'V1-2', 'V1-3']"
1140,"['C2-2', 'V1-2', 'C2-0']"
1141,"['C2-2', 'V1-2', 'C2-1']"
1142,"['C2-2', 'V1-2', 'C2-3']"
1143,"['C2-2', 'V1-3', 'C1-0']"
1144,"['C2-2', 'V1-3', 'C1-1']"
1145,"['C2-2', 'V1-3', 'C1-2']"
1146,"['C2-2', 'V1-3', 'C1-3']"
1147,"['C2-2', 'V1-3', 'V1-0']"
1148,"['C2-2', 'V1-3', 'V1-1']"
1149,"['C2-2', 'V1-3', 'V1-2']"
1150,"['C2-2', 'V1-3', 'C2-0']"
1151,"['C2-2', 'V1-3', 'C2-1']"
1152,"['C2-2', 'V1-3', 'C2-3']"
1153,"['C2-2', 'C2-0', 'C1-0']"
1154,"['C2-2', 'C2-0', 'C1-1']"
1155,"['C2-2', 'C2-0', 'C1-2']"
1156,"['C2-2', 'C2-0', 'C1-3']"
1157,"['C2-2', 'C2-0', 'V1-0']"
1158,"['C2-2', 'C2-0', 'V1-1']"
1159,"['C2-2', 'C2-0', 'V1-2']"
1160,"['C2-2', 'C2-0', 'V1-3']"
1161,"['C2-2', 'C2-0', 'C2-1']"
1162,"['C2-2', 'C2-0', 'C2-3']"
1163,"['C2-2', 'C2-1', 'C1-0']"
1164,"['C2-2', 'C2-1', 'C1-1']"
1165,"['C2-2', 'C2-1', 'C1-2']"
1166,"['C2-2', 'C2-1', 'C1-3']"
1167,"['C2-2', 'C2-1', 'V1-0']"
1168,"['C2-2', 'C2-1', 'V1-1']"
1169,"['C2-2', 'C2-1', 'V1-2']"
1170,"['C2-2', 'C2-1', 'V1-3']"
1171,"['C2-2', 'C2-1', 'C2-0']"
1172,"['C2-2', 'C2-1', 'C2-3']"
1173,"['C2-2', 'C2-3', 'C1-0']"
1174,"['C2-2', 'C2-3', 'C1-1']"
1175,"['C2-2', 'C2-3', 'C1-2']"
1176,"['C2-2', 'C2-3', 'C1-3']"
1177,"['C2-2', 'C2-3', 'V1-0']"
1178,"['C2-2', 'C2-3', 'V1-1']"
1179,"['C2-2', 'C2-3', 'V1-2']"
1180,"['C2-2', 'C2-3', 'V1-3']"
1181,"['C2-2', 'C2-3', 'C2-0']"
1182,"['C2-2', 'C2-3', 'C2-1']"
1183,"['C2-3', 'C1-0', 'C1-1']"
1184,"['C2-3', 'C1-0', 'C1-2']"
1185,"['C2-3', 'C1-0', 'C1-3']"
1186,"['C2-3', 'C1-0', 'V1-0']"
1187,"['C2-3', 'C1-0', 'V1-1']"
1188,"['C2-3', 'C1-0', 'V1-2']"
1189,"['C2-3', 'C1-0', 'V1-3']"
1190,"['C2-3', 'C1-0', 'C2-0']"
1191,"['C2-3', 'C1-0', 'C2-1']"
1192,"['C2-3', 'C1-0', 'C2-2']"
1193,"['C2-3', 'C1-1', 'C1-0']"
1194,"['C2-3', 'C1-1', 'C1-2']"
1195,"['C2-3', 'C1-1', 'C1-3']"
1196,"['C2-3', 'C1-1', 'V1-0']"
1197,"['C2-3', 'C1-1', 'V1-1']"
1198,"['C2-3', 'C1-1', 'V1-2']"
1199,"['C2-3', 'C1-1', 'V1-3']"
1200,"['C2-3', 'C1-1', 'C2-0']"
1201,"['C2-3', 'C1-1', 'C2-1']"
1202,"['C2-3', 'C1-1', 'C2-2']"
1203,"['C2-3', 'C1-2', 'C1-0']"
1204,"['C2-3', 'C1-2', 'C1-1']"
1205,"['C2-3', 'C1-2', 'C1-3']"
1206,"['C2-3', 'C1-2', 'V1-0']"
1207,"['C2-3', 'C1-2', 'V1-1']"
1208,"['C2-3', 'C1-2', 'V1-2']"
1209,"['C2-3', 'C1-2', 'V1-3']"
1210,"['C2-3', 'C1-2', 'C2-0']"
1211,"['C2-3', 'C1-2', 'C2-1']"
1212,"['C2-3', 'C1-2', 'C2-2']"
1213,"['C2-3', 'C1-3', 'C1-0']"
1214,"['C2-3', 'C1-3', 'C1-1']"
1215,"['C2-3', 'C1-3', 'C1-2']"
1216,"['C2-3', 'C1-3', 'V1-0']"
1217,"['C2-3', 'C1-3', 'V1-1']"
1218,"['C2-3', 'C1-3', 'V1-2']"
1219,"['C2-3', 'C1-3', 'V1-3']"
1220,"['C2-3', 'C1-3', 'C2-0']"
1221,"['C2-3', 'C1-3', 'C2-1']"
1222,"['C2-3', 'C1-3', 'C2-2']"
1223,"['C2-3', 'V1-0', 'C1-0']"
1224,"['C2-3', 'V1-0', 'C1-1']"
1225,"['C2-3', 'V1-0', 'C1-2']"
1226,"['C2-3', 'V1-0', 'C1-3']"
1227,"['C2-3', 'V1-0', 'V1-1']"
1228,"['C2-3', 'V1-0', 'V1-2']"
1229,"['C2-3', 'V1-0', 'V1-3']"
1230,"['C2-3', 'V1-0', 'C2-0']"
1231,"['C2-3', 'V1-0', 'C2-1']"
1232,"['C2-3', 'V1-0', 'C2-2']"
1233,"['C2-3', 'V1-1', 'C1-0']"
1234,"['C2-3', 'V1-1', 'C1-1']"
1235,"['C2-3', 'V1-1', 'C1-2']"
1236,"['C2-3', 'V1-1', 'C1-3']"
1237,"['C2-3', 'V1-1', 'V1-0']"
1238,"['C2-3', 'V1-1', 'V1-2']"
1239,"['C2-3', 'V1-1', 'V1-3']"
1240,"['C2-3', 'V1-1', 'C2-0']"
1241,"['C2-3', 'V1-1', 'C2-1']"
1242,"['C2-3', 'V1-1', 'C2-2']"
1243,"['C2-3', 'V1-2', 'C1-0']"
1244,"['C2-3', 'V1-2', 'C1-1']"
1245,"['C2-3', 'V1-2', 'C1-2']"
1246,"['C2-3', 'V1-2', 'C1-3']"
1247,"['C2-3', 'V1-2', 'V1-0']"
1248,"['C2-3', 'V1-2', 'V1-1']"
1249,"['C2-3', 'V1-2', 'V1-3']"
1250,"['C2-3', 'V1-2', 'C2-0']"
1251,"['C2-3', 'V1-2', 'C2-1']"
1252,"['C2-3', 'V1-2', 'C2-2']"
1253,"['C2-3', 'V1-3', 'C1-0']"
1254,"['C2-3', 'V1-3', 'C1-1']"
1255,"['C2-3', 'V1-3', 'C1-2']"
1256,"['C2-3', 'V1-3', 'C1-3']"
1257,"['C2-3', 'V1-3', 'V1-0']"
1258,"['C2-3', 'V1-3', 'V1-1']"
1259,"['C2-3', 'V1-3', 'V1-2']"
1260,"['C2-3', 'V1-3', 'C2-0']"
1261,"['C2-3', 'V1-3', 'C2-1']"
1262,"['C2-3', 'V1-3', 'C2-2']"
1263,"['C2-3', 'C2-0', 'C1-0']"
1264,"['C2-3', 'C2-0', 'C1-1']"
1265,"['C2-3', 'C2-0', 'C1-2']"
1266,"['C2-3', 'C2-0', 'C1-3']"
1267,"['C2-3', 'C2-0', 'V1-0']"
1268,"['C2-3', 'C2-0', 'V1-1']"
1269,"['C2-3', 'C2-0', 'V1-2']"
1270,"['C2-3', 'C2-0', 'V1-3']"
1271,"['C2-3', 'C2-0', 'C2-1']"
1272,"['C2-3', 'C2-0', 'C2-2']"
1273,"['C2-3', 'C2-1', 'C1-0']"
1274,"['C2-3', 'C2-1', 'C1-1']"
1275,"['C2-3', 'C2-1', 'C1-2']"
1276,"['C2-3', 'C2-1', 'C1-3']"
1277,"['C2-3', 'C2-1', 'V1-0']"
1278,"['C2-3', 'C2-1', 'V1-1']"
1279,"['C2-3', 'C2-1', 'V1-2']"
1280,"['C2-3', 'C2-1', 'V1-3']"
1281,"['C2-3', 'C2-1', 'C2-0']"
1282,"['C2-3', 'C2-1', 'C2-2']"
1283,"['C2-3', 'C2-2', 'C1-0']"
1284,"['C2-3', 'C2-2', 'C1-1']"
1285,"['C2-3', 'C2-2', 'C1-2']"
1286,"['C2-3', 'C2-2', 'C1-3']"
1287,"['C2-3', 'C2-2', 'V1-0']"
1288,"['C2-3', 'C2-2', 'V1-1']"
1289,"['C2-3', 'C2-2', 'V1-2']"
1290,"['C2-3', 'C2-2', 'V1-3']"
1291,"['C2-3', 'C2-2', 'C2-0']"
1292,"['C2-3', 'C2-2', 'C2-1']"
