sentence_id	structure	needed_roles	sentence_lst	sentence_str	role_to_filler	filler_to_role	probability	verb
ditransitive_gave_003fb5fa-319b-4a61-a2a8-33dbd397aba9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'toast']	boy gave boy toast	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'toast'}	{'boy': 'indirect_object', 'gave': 'verb', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_1e608381-2f6b-4d3c-b487-53e83e01481d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'pizza']	boy gave boy pizza	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'pizza'}	{'boy': 'indirect_object', 'gave': 'verb', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_31868eef-6ad3-4a20-be51-18e87a026b4f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'coffee']	boy gave boy coffee	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'coffee'}	{'boy': 'indirect_object', 'gave': 'verb', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_1537f003-7782-4aa8-81b5-7931b6c7297d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'tea']	boy gave boy tea	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'tea'}	{'boy': 'indirect_object', 'gave': 'verb', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_6c8146cb-a9da-4051-aa55-1bc8faf2c46e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'soup']	boy gave boy soup	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'soup'}	{'boy': 'indirect_object', 'gave': 'verb', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_f67bd665-f7ce-48d5-ac52-296e69bec534	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'sugar']	boy gave boy sugar	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'sugar'}	{'boy': 'indirect_object', 'gave': 'verb', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_bc1f9831-e660-4e74-8ac1-f8dd463a21cd	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'book']	boy gave boy book	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'book'}	{'boy': 'indirect_object', 'gave': 'verb', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a6d069c1-8808-498f-a30e-fa90456ac347	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'letter']	boy gave boy letter	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'letter'}	{'boy': 'indirect_object', 'gave': 'verb', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_95662299-9e35-4306-81ee-98344539006f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'package']	boy gave boy package	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'package'}	{'boy': 'indirect_object', 'gave': 'verb', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_c206b302-73ed-420c-830e-4c23cc4b1905	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'gift']	boy gave boy gift	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'gift'}	{'boy': 'indirect_object', 'gave': 'verb', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_829fd2f3-ce95-4d1a-8bd9-880476ca3e32	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'eggs']	boy gave girl eggs	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'eggs'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_9a0cb3fd-da62-4c29-b394-1b6d62367154	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'toast']	boy gave girl toast	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'toast'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_cfb6e344-1394-4220-90d7-5b8f25d61753	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'pizza']	boy gave girl pizza	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'pizza'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_7f46c942-7f5e-4676-b532-0e8326f766b4	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'coffee']	boy gave girl coffee	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'coffee'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_18a456ef-9768-463a-b4c8-fc1e89e59e56	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'tea']	boy gave girl tea	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'tea'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_993b4ffc-e996-41da-85ca-99874b83d0de	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'soup']	boy gave girl soup	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'soup'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_4c6777ea-0e77-461b-b4b4-632238d6bed7	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'sugar']	boy gave girl sugar	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'sugar'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_20d34032-2f89-4a63-9a61-fe91a94e50bc	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'book']	boy gave girl book	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'book'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_ab6c5e43-8fc5-4b01-aba9-3d2a3ff99e9c	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'letter']	boy gave girl letter	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'letter'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_b6ec0140-3335-4191-a7d6-c00ba366117a	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'package']	boy gave girl package	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'package'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_b97415af-405f-4fce-a831-42ad7c52c3c4	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'girl', 'gift']	boy gave girl gift	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'gift'}	{'boy': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_fa1dd1b5-cfb5-48d7-8758-e818cb3f996d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'eggs']	girl gave man eggs	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'eggs'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_81664ac4-280a-4f55-a761-a47efdeb2036	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'toast']	girl gave man toast	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'toast'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a969008b-92ac-450f-9fce-324898512fbb	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'pizza']	girl gave man pizza	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'pizza'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_7978e362-4279-4d35-b047-ca76adaf3ece	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'coffee']	girl gave man coffee	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'coffee'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_ef7a20fd-c307-45aa-9db6-a9b6bd9229c4	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'tea']	girl gave man tea	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'tea'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_69f1f753-7664-4ede-a040-d677806553cd	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'soup']	girl gave man soup	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'soup'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_545a7dc2-7f20-4987-8c95-4bbb78e9c23f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'sugar']	girl gave man sugar	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'sugar'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_657b3fcf-e767-45fe-a947-36c440353c93	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'book']	girl gave man book	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'book'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_49617ec8-8e82-4772-8540-f23bc2e4b946	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'letter']	girl gave man letter	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'letter'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_c096a858-b70a-40bd-b056-3c1b674c9792	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'package']	girl gave man package	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'package'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_328cfb15-9506-44ec-bcc1-9a3d30ef3181	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'man', 'gift']	girl gave man gift	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'gift'}	{'girl': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_caeff591-ea24-4329-9886-9556d37ff5aa	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'eggs']	girl gave woman eggs	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'eggs'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_521b9e86-a3c1-4a87-960b-85eef1eb308c	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'toast']	girl gave woman toast	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'toast'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_101bed47-2d82-470b-ac58-bf1054084000	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'pizza']	girl gave woman pizza	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'pizza'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_712214bc-95be-4be0-b8e8-e49e5fcc8195	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'coffee']	girl gave woman coffee	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'coffee'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_cb5fb059-a972-4b2a-bc52-d405dd97f436	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'tea']	girl gave woman tea	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'tea'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_df1ebb10-4623-4193-973c-aad411397baa	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'soup']	girl gave woman soup	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'soup'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_550ed0d5-85ae-41da-b694-a3f1116b1b89	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'sugar']	girl gave woman sugar	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'sugar'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_46250e33-8029-4b37-af50-6e4975d12287	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'book']	girl gave woman book	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'book'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_5c86843e-f5b7-48c8-ab0d-605f06c3500c	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'letter']	girl gave woman letter	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'letter'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_bd48610e-5dc6-4a6d-ab16-c287f5a01ffe	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'package']	girl gave woman package	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'package'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_fecaf791-1fac-4be6-8d8f-1cb498f225aa	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'woman', 'gift']	girl gave woman gift	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'gift'}	{'girl': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e15b27c0-9cd3-4fc7-9bc5-d886b24e069d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'eggs']	girl gave boy eggs	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'eggs'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_875d3e72-c938-4fb3-a0fb-4e1567321d55	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'toast']	girl gave boy toast	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'toast'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_d43af5ac-2233-4696-9035-720f591113aa	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'pizza']	girl gave boy pizza	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'pizza'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a6f820a8-93cf-4cad-bb7e-ba4547e49b7e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'coffee']	girl gave boy coffee	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'coffee'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_86a7dbcf-e0a9-4cae-bd14-fbed6dfb2f66	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'tea']	girl gave boy tea	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'tea'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_346b4a99-c5e0-44f9-b845-27080e841e87	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'soup']	girl gave boy soup	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'soup'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_5db6477d-9d9f-405c-b725-69b75777354e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'sugar']	girl gave boy sugar	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'sugar'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_835c33fc-5309-4cea-afae-549c4f8c9781	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'book']	girl gave boy book	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'book'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_18a0bc76-16be-49fe-bddf-f79cd194fa36	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'letter']	girl gave boy letter	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'letter'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_9f73d89b-d164-42de-82b2-b9a2c463c13e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'package']	girl gave boy package	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'package'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a5847685-8395-45ef-b0b6-416a087ac1b0	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'boy', 'gift']	girl gave boy gift	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'gift'}	{'girl': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_4fb4d70c-00b1-41fa-92ad-7a8cd13e8200	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'eggs']	girl gave girl eggs	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'eggs'}	{'girl': 'indirect_object', 'gave': 'verb', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_838eb580-32d4-4066-bfb2-b67a2b54a460	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'toast']	girl gave girl toast	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'toast'}	{'girl': 'indirect_object', 'gave': 'verb', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_c8008b00-5a78-49fe-92e6-df7c06d35a3d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'pizza']	girl gave girl pizza	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'pizza'}	{'girl': 'indirect_object', 'gave': 'verb', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_6bff1aa0-9fde-4a9d-9107-e38dbf4e3673	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'coffee']	girl gave girl coffee	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'coffee'}	{'girl': 'indirect_object', 'gave': 'verb', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_298fbe9c-7659-4bf3-a55f-142506b88249	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'tea']	girl gave girl tea	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'tea'}	{'girl': 'indirect_object', 'gave': 'verb', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_9b7585d4-d987-4b78-8842-6fdb8c596b4e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'soup']	girl gave girl soup	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'soup'}	{'girl': 'indirect_object', 'gave': 'verb', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_c2ea595c-4c7a-4112-bac5-b6011e185f10	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'sugar']	girl gave girl sugar	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'sugar'}	{'girl': 'indirect_object', 'gave': 'verb', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_c616d2bc-cc67-4b27-aeb1-2113604d17d2	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'book']	girl gave girl book	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'book'}	{'girl': 'indirect_object', 'gave': 'verb', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_917a8118-0e8d-4bf3-8413-01e63b4ab4d9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'letter']	girl gave girl letter	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'letter'}	{'girl': 'indirect_object', 'gave': 'verb', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_0ecc0186-ba00-4eee-a9b9-f42f901f03c4	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'package']	girl gave girl package	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'package'}	{'girl': 'indirect_object', 'gave': 'verb', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_2491cc5e-6a0f-48ef-b0be-72d066f18443	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['girl', 'gave', 'girl', 'gift']	girl gave girl gift	{'subject': 'girl', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'gift'}	{'girl': 'indirect_object', 'gave': 'verb', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_fed_311a5285-31a7-4e81-9498-833ee2f68023	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'boy', 'eggs']	man fed boy eggs	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'eggs'}	{'man': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'eggs': 'direct_object'}	0.00375	fed
ditransitive_fed_4d5ec1c4-aade-4627-bb42-12cb9acdf448	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'boy', 'toast']	man fed boy toast	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'toast'}	{'man': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'toast': 'direct_object'}	0.00375	fed
ditransitive_fed_cc37edff-ba55-4a24-a020-22f748dd0edd	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'boy', 'pizza']	man fed boy pizza	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'pizza'}	{'man': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'pizza': 'direct_object'}	0.00375	fed
ditransitive_fed_2e07fbdd-be81-44da-bf01-c39802478da9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'boy', 'soup']	man fed boy soup	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'soup'}	{'man': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'soup': 'direct_object'}	0.00375	fed
ditransitive_fed_26b1ed62-a0fe-4ebb-8cea-f245760acb27	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'boy', 'sugar']	man fed boy sugar	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'sugar'}	{'man': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'sugar': 'direct_object'}	0.00375	fed
